Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Cyber Security Threats and Challenges in CPS,AI and Cyber Security in Cyber-Physical Systems,,,,10.1007/978-3-032-09656-2_4,Nishant Kumar,2026,https://link.springer.com/chapter/10.1007/978-3-032-09656-2_4,Chapter
Implementing Zero Trust Architecture (ZTA) in IOT enabled (Wireless Sensor Nodes) WSNs creating a digital blockchain of things,Discover Networks,,,,10.1007/s44354-026-00030-5,Swarnajit Bhattacharya,2026,https://link.springer.com/article/10.1007/s44354-026-00030-5,Article
Zero Trust Architecture: A Systematic Literature Review,Journal of Network and Systems Management,,,,10.1007/s10922-025-09998-x,Muhammad Liman GamboAhmad Almulhem,2025,https://link.springer.com/article/10.1007/s10922-025-09998-x,Article
Enhancing the effectiveness of wireless sensor networks through consensus estimation and universal coverage,Scientific Reports,,,,10.1038/s41598-025-10813-5,Hua Tian,2025,https://link.springer.com/article/10.1038/s41598-025-10813-5,Article
AI Powered Secure Post-Operative Patient Management System,Edge Computing and Applications,,,,10.1007/978-3-032-20735-7_18,A. Vaishnavi DaliK. HemalathaS. M. C. SubashiniS. Dharshana DeviS. DharshiniS. Dhivya,2026,https://link.springer.com/chapter/10.1007/978-3-032-20735-7_18,Conference paper
Advancing reliability and safety in iot: engineering cyber-physical human systems for the future,Life Cycle Reliability and Safety Engineering,,,,10.1007/s41872-025-00323-8,Shahnawaz AhmadMohd Aquib AnsariArvind MewadaMohd Arif,2025,https://link.springer.com/article/10.1007/s41872-025-00323-8,Article
"Enhancing IoT security: a collaborative framework integrating federated learning, dense neural networks, and blockchain",Cluster Computing,,,,10.1007/s10586-024-04436-0,Ahsan NazirJingsha HeNafei ZhuMuhammad Shahid AnwarMuhammad Salman Pathan,2024,https://link.springer.com/article/10.1007/s10586-024-04436-0,Article
A critical review on how cryptography and blockchain strengthen security in data networks,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-026-02239-1,Anibal Calle-ZunigaWashington Velasquez,2026,https://link.springer.com/article/10.1007/s12083-026-02239-1,Article
A Decentralized Solution for Smarter and Safer Healthcare Systems with FabricMedChain,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",,,,10.1007/s40998-025-00994-0,Namdev M. SawantJoanne Gomes,2026,https://link.springer.com/article/10.1007/s40998-025-00994-0,Article
Deep Learning for FM-Based Recommendation: A Systematic Study on DeepFm and Its Application,Frontier Computing,,,,10.1007/978-981-99-1428-9_92,Zhiheng Zhu,2023,https://link.springer.com/chapter/10.1007/978-981-99-1428-9_92,Conference paper
"A Review of Artificial Intelligence to Enhance the Security of Big Data Systems: State-of-Art, Methodologies, Applications, and Challenges",Archives of Computational Methods in Engineering,,,,10.1007/s11831-021-09628-0,Duan DaiSahar Boroomand,2021,https://link.springer.com/article/10.1007/s11831-021-09628-0,Article
Performance Evaluation of Hybrid Cloud-Fog Computing Architectures in Smart Home IoT Environments: A Comparative Simulation Study Across Multiple Tools,Journal of Grid Computing,,,,10.1007/s10723-025-09802-9,RuchikaRajender Singh Chhillar,2025,https://link.springer.com/article/10.1007/s10723-025-09802-9,Article
Crowdsensing Security and Privacy Preservation for Trusted Smart Cities,Crowdsensing and Data: Intelligence for City Pulse,,,,10.1007/978-981-95-6358-6_4,Abimbola SangodoyinSaeid Pourroostaei Ardakani,2026,https://link.springer.com/chapter/10.1007/978-981-95-6358-6_4,Chapter
Introduction,Intelligent Internet of Things Networks,,,,10.1007/978-3-031-26987-5_1,Haipeng YaoMohsen Guizani,2023,https://link.springer.com/chapter/10.1007/978-3-031-26987-5_1,Chapter
Engineering Microsoft Sentinel for Security Operations,Design and Deploy Microsoft Azure Sentinel for IoMT,,,,10.1007/979-8-8688-2040-3_3,Puthiyavan UdayakumarDr. R Anandan,2025,https://link.springer.com/chapter/10.1007/979-8-8688-2040-3_3,Chapter
Cybersecurity Knowledge Representation: A Survey of Ontological Approaches,Next-Generation Networks and Deployable Artificial Intelligence,,,,10.1007/978-3-032-15398-2_11,ShamaSarika Jain,2026,https://link.springer.com/chapter/10.1007/978-3-032-15398-2_11,Conference paper
"A Systematic Review of Blockchain, AI, and Cloud Integration for Secure Digital Ecosystems",International Journal of Networked and Distributed Computing,,,,10.1007/s44227-025-00072-1,Jaibir SinghSalil BharanySuman RaniAteeq Ur RehmanBelayneh Matebie TayeRuby PantUpinder Kaur,2025,https://link.springer.com/article/10.1007/s44227-025-00072-1,Article
FBDR-Fuzzy Based DDoS Attack Detection and Recovery Mechanism for Wireless Sensor Networks,Wireless Personal Communications,,,,10.1007/s11277-021-09040-8,P. J. Beslin PajilaE. Golden JulieY. Harold Robinson,2021,https://link.springer.com/article/10.1007/s11277-021-09040-8,Article
Enhancing secure IoT data sharing through dynamic Q-learning and blockchain at the edge,Scientific Reports,,,,10.1038/s41598-025-24510-w,Mustafa BayatMohammad Ali Jabraeil JamaliMahdi AbbasiBabak AnariShahin Akbarpour,2025,https://link.springer.com/article/10.1038/s41598-025-24510-w,Article
Energy and Security-Aware Data Transmission in IoT: An Optimal Cluster Head Selection Approach with Spiral Chip Dynamics Optimizer (SCDO),Wireless Personal Communications,,,,10.1007/s11277-024-10949-z,T. Senthil Murugan,2024,https://link.springer.com/article/10.1007/s11277-024-10949-z,Article
"Research advances in DNA cryptography: integration with cloud computing, internet of things, and DNA computing",Discover Applied Sciences,,,,10.1007/s42452-026-08554-9,N. Nasurudeen AhamedThangavel Murugan,2026,https://link.springer.com/article/10.1007/s42452-026-08554-9,Article
"Blockchain for Secure and Scalable Internet of Vehicles: A Comprehensive Survey on Architectures, Consensus Mechanisms, and Privacy",SN Computer Science,,,,10.1007/s42979-026-04725-y,Amira ZaimiaJalel Eddine HajlaouiMohamed Nazih Omri,2026,https://link.springer.com/article/10.1007/s42979-026-04725-y,Article
Blockchain-based access control and privacy preservation in healthcare: a comprehensive survey,Cluster Computing,,,,10.1007/s10586-025-05308-x,Ahmed M. TawfikAyman Al-AhwalAdly S. Tag EldienHala H. Zayed,2025,https://link.springer.com/article/10.1007/s10586-025-05308-x,Article
A compressed image encryption algorithm leveraging optimized 3D chaotic maps for secure image communication,Scientific Reports,,,,10.1038/s41598-025-95995-8,Akshat TiwariPrachi DiwanTarun Dhar DiwanMahdal MiroslavS. P. Samal,2025,https://link.springer.com/article/10.1038/s41598-025-95995-8,Article
Optimizing internet of things security through blockchain enabled software defined networking,Scientific Reports,,,,10.1038/s41598-025-27401-2,Sridevi TumulaY. RamadeviM. Rudra KumarPremkumar ChithaluruRamesh Babu PalamakulaSunil GoliPallati NarsimhuluMona  Jamjoom Diaa Salama Abd Elminaam,2025,https://link.springer.com/article/10.1038/s41598-025-27401-2,Article
Blockchain-enabled verification of medical records using soul-bound tokens and cloud computing,Scientific Reports,,,,10.1038/s41598-024-75708-3,Puneeta SinghShrddha SagarSofia SinghHaya Mesfer AlshahraniMasresha GetahunBen Othman Soufiene,2024,https://link.springer.com/article/10.1038/s41598-024-75708-3,Article
"Systematic exploration of fuzzing in IoT: techniques, vulnerabilities, and open challenges",The Journal of Supercomputing,,,,10.1007/s11227-025-07371-y,Asma TouqirFaisal IradatWaseem IqbalAbdur RakibNazim TaskinHesam JadidbonabOlivier Haas,2025,https://link.springer.com/article/10.1007/s11227-025-07371-y,Article
A systematic review of emerging feature selection optimization methods for optimal text classification: the present state and prospective opportunities,Neural Computing and Applications,,,,10.1007/s00521-021-06406-8,Esther Omolara AbiodunAbdulatif AlabdulatifOludare Isaac AbiodunMoatsum AlawidaAbdullah AlabdulatifRami S. Alkhawaldeh,2021,https://link.springer.com/article/10.1007/s00521-021-06406-8,Article
Quantum neural computing enhanced five-dimensional hyperchaotic framework for secured and reliable communication on the Internet of Things systems,Cluster Computing,,,,10.1007/s10586-025-05637-x,Mu ChenSarbajit MannaArindam SarkarAbdulfattah NoorwaliKamal M. Othman,2025,https://link.springer.com/article/10.1007/s10586-025-05637-x,Article
"Security and privacy in complex, context-aware systems: a comprehensive framework",International Journal of Information Security,,,,10.1007/s10207-026-01228-y,Antoni Martínez-BallestéEdgar BatistaElena FigueroaKaouther NouniAgusti SolanasFran Casino,2026,https://link.springer.com/article/10.1007/s10207-026-01228-y,Article
A Smart Eye Detection System Using Digital Certification to Combat the Spread of COVID-19 (SEDDC),Hybrid Intelligent Systems,,,,10.1007/978-3-031-27409-1_18,Murad Al-RajabIbrahim AlqatawnehAhmad Jasim JasmySyed Muhammad Noman,2023,https://link.springer.com/chapter/10.1007/978-3-031-27409-1_18,Conference paper
"Harnessing Chaos Theory for Image Encryption: Review, Implementation and Future Research Direction",Archives of Computational Methods in Engineering,,,,10.1007/s11831-026-10671-y,C. Sivaranjani DeviRengarajan Amirtharajan,2026,https://link.springer.com/article/10.1007/s11831-026-10671-y,Article
The Role of Machine Learning Techniques in Internet of Things-Based Cloud Applications,Artificial Intelligence-based Internet of Things Systems,,,,10.1007/978-3-030-87059-1_4,Shashvi MishraAmit Kumar Tyagi,2022,https://link.springer.com/chapter/10.1007/978-3-030-87059-1_4,Chapter
"IoT in energy: a comprehensive review of technologies, applications, and future directions",Peer-to-Peer Networking and Applications,,,,10.1007/s12083-024-01725-8,Oroos ArshiAkanksha RaiGauri GuptaJitendra Kumar PandeySurajit Mondal,2024,https://link.springer.com/article/10.1007/s12083-024-01725-8,Article
Attacks and Countermeasures in IoT Based Smart Healthcare Applications,Recent Advances in Internet of Things and Machine Learning,,,,10.1007/978-3-030-90119-6_6,A. K. M. Bahalul HaqueBharat BhushanAfra NawarKhalid Raihan TalhaSadia Jeesan Ayesha,2022,https://link.springer.com/chapter/10.1007/978-3-030-90119-6_6,Chapter
"Federated learning in cloud-edge collaborative architecture: key technologies, applications and challenges",Journal of Cloud Computing,,,,10.1186/s13677-022-00377-4,Guanming BaoPing Guo,2022,https://link.springer.com/article/10.1186/s13677-022-00377-4,Article
Enhancing data security in the cloud using MECC-SIDH enhanced CL-HPAEKS scheme,Wireless Networks,,,,10.1007/s11276-024-03891-2,C. P. Thamil SelviR. Lakshmana KumarP. Punitha,2025,https://link.springer.com/article/10.1007/s11276-024-03891-2,Article
Leveraging Artificial Intelligence Capabilities for Real-Time Monitoring of Cybersecurity Threats,Explainable Artificial Intelligence for Cyber Security,,,,10.1007/978-3-030-96630-0_7,Nickson M. KarieNor Masri Bin SahriWencheng YangMichael N. Johnstone,2022,https://link.springer.com/chapter/10.1007/978-3-030-96630-0_7,Chapter
"Securing IoT edge: a survey on lightweight cryptography, anonymous routing and communication protocol enhancements",International Journal of Information Security,,,,10.1007/s10207-025-01071-7,Bianca GușițăAlin A. AntonCristina S. StângaciuDaniela StănescuLucian I. GăinăMihai V. Micea,2025,https://link.springer.com/article/10.1007/s10207-025-01071-7,Article
Preservation of Sensitive Data Using Multi-Level Blockchain-based Secured Framework for Edge Network Devices,Journal of Grid Computing,,,,10.1007/s10723-023-09699-2,Charu AwasthiPrashant Kumar MishraPawan Kumar PalSurbhi Bhatia KhanAmbuj Kumar AgarwalThippa Reddy GadekalluAreej A. Malibari,2023,https://link.springer.com/article/10.1007/s10723-023-09699-2,Article
Develop Security Strategy for IoT/OT with Defender for IoT,Design and Deploy Microsoft Defender for IoT,,,,10.1007/979-8-8688-0239-3_2,Puthiyavan UdayakumarR. Anandan,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0239-3_2,Chapter
Future Trends for Artificial General—Internet of Things for Robotics,Artificial General-Internet of Things (AG-IoT) for Robotics: Advanced Computer Vision Applications and Future Trends,,,,10.1007/978-3-031-95302-6_12,Ayesha NaureenPoojitha PullannagriMyle HarshithaPenmetsa BhavanaNishanth Sappa,2025,https://link.springer.com/chapter/10.1007/978-3-031-95302-6_12,Chapter
RETRACTED ARTICLE: A semantic and ontology-based framework for enhancing interoperability and automation in IoT systems,Discover Internet of Things,,,,10.1007/s43926-025-00122-8,Ripal Ranpara,2025,https://link.springer.com/article/10.1007/s43926-025-00122-8,Article
State of the art and taxonomy survey on federated learning and blockchain integration in UAV applications,The Journal of Supercomputing,,,,10.1007/s11227-025-07124-x,Hela AlayaAsma Ben LetaifaAbderrezak Rachedi,2025,https://link.springer.com/article/10.1007/s11227-025-07124-x,Article
New Approaches to Detection and Secure Control for Cyber-physical Systems Against False Data Injection Attacks,"International Journal of Control, Automation and Systems",,,,10.1007/s12555-024-0352-z,Puying WangRuimei ZhangXuxia He,2025,https://link.springer.com/article/10.1007/s12555-024-0352-z,Article
Voluntary resource sharing at the network edge to provide cloud services: a systematic survey,Computing,,,,10.1007/s00607-025-01479-y,Hao WangMahdi Mir,2025,https://link.springer.com/article/10.1007/s00607-025-01479-y,Article
Fuzzy&#xa0;Logic-Based Software Systems,Fuzzy Logic-Based Software Systems,,,,10.1007/978-3-031-44457-9_3,Konstantina Chrysafiadi,2023,https://link.springer.com/chapter/10.1007/978-3-031-44457-9_3,Chapter
"An examination of IIoT and fog computing architectures, applications and challenges from IoT to Industry 4.0",Discover Computing,,,,10.1007/s10791-026-10161-6,Redouane ChaibiAboubakr El HammoumiSaad Motahhir,2026,https://link.springer.com/article/10.1007/s10791-026-10161-6,Article
RETRACTED ARTICLE: Smart healthcare system using integrated and lightweight ECC with private blockchain for multimedia medical data processing,Multimedia Tools and Applications,,,,10.1007/s11042-023-15204-4,Hemant B. MahajanAparna A. Junnarkar,2023,https://link.springer.com/article/10.1007/s11042-023-15204-4,Article
B-OLSR: An Advanced Blockchain Based Routing Protocol for Enhanced Security Over MANET,International Journal of Networked and Distributed Computing,,,,10.1007/s44227-025-00083-y,Sayan MajumderDebika BhattacharyyaSubhalaxmi Chakraborty,2025,https://link.springer.com/article/10.1007/s44227-025-00083-y,Article
Cyber Security with AI—Part I,"The ""Essence"" of Network Security: An End-to-End Panorama",,,,10.1007/978-981-15-9317-8_6,Bhanu ChanderGopalakrishnan Kumaravelan,2021,https://link.springer.com/chapter/10.1007/978-981-15-9317-8_6,Chapter
Editorial,International Journal of Information Technology,,,,10.1007/s41870-022-01036-2,M. N. Hoda,2022,https://link.springer.com/article/10.1007/s41870-022-01036-2,Article
A blockchain-enabled framework for secure and efficient data transmission in underwater sensor networks using advanced cryptographic techniques,Scientific Reports,,,,10.1038/s41598-026-49371-9,K. Kishore KumarMovva PavaniN. Subhash ChandraP. ChitralingappaB. Hemantha KumarG. Anushree,2026,https://link.springer.com/article/10.1038/s41598-026-49371-9,Article
